"<strong>Umfrage</strong> <br><br> <span style='font-size:75%'>Umfrage (noun) <br>• <strong class=""headword"">Umfrage</strong><br>• <strong class=""headword"">Umfrage</strong> <span class=""topic""><acronym title=""politics"">POL</acronym></span><br>• <span class=""full_collocation"">eine <strong class=""tilde"">Umfrage</strong> [zu <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span>/über <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span>] machen</span></span>"	"Survey<br><br> <span style='font-size:75%'>Automated translations:<br>• to hold  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> carry out <span class=""info""><acronym title=""separable"">sep</acronym></span>]</span>  
                   <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> 
                     <span class=""style""><acronym title=""formal language"">form</acronym></span> conduct]</span>  a survey [on <acronym title=""something"">sth</acronym>]<br>• [opinion] poll<br>• survey</span>"
Zur Verfügung gestellt (stellen)	I am at your disposal
"<strong>Umstieg</strong> <br><br> <span style='font-size:75%'>umsteigen (intransitive verb) <br>• <span class=""example"">in Mannheim müssen Sie nach Frankfurt <strong class=""tilde"">umsteigen
</strong>               </span><br>• <span class=""grammatical_construction"">auf <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span> 
                  <strong class=""tilde"">umsteigen
</strong>               </span><br>• <strong class=""headword"">umsteigen</strong></span>"	"change from one thing to another<br><br> <span style='font-size:75%'>Automated translations:<br>• to switch  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> change]</span>  [over] to <acronym title=""something"">sth</acronym><br>• in Mannheim you must change for Frankfurt<br>• to change</span>"
"<strong>Hälfte</strong> <br><br> <span style='font-size:75%'>Hälfte (noun) <br>• <span class=""full_collocation"">die kleinere/größere <strong class=""tilde"">Hälfte
</strong>               </span><br>• <span class=""example"">die <strong class=""tilde"">Hälfte</strong> von dem, was sie sagt, ist frei erfunden</span><br>• <span class=""idiom_proverb""><acronym title=""jemandes"">jds</acronym> bessere <strong class=""tilde"">Hälfte
</strong>               </span> <span class=""rhetoric""><acronym title=""humorous"">hum</acronym></span> <span class=""style""><acronym title=""informal"">inf</acronym></span><br>• <span class=""example"">die Inflation ist um die <strong class=""tilde"">Hälfte</strong> gestiegen</span><br>• <span class=""full_collocation"">zur <strong class=""tilde"">Hälfte
</strong>               </span><br>• <span class=""grammatical_construction"">eine/die <strong class=""tilde"">Hälfte</strong> der/des ...</span><br>• <span class=""example"">meine bessere <strong class=""tilde"">Hälfte</strong> ist zu Hause geblieben</span><br>• <span class=""example"">wenn nur die <strong class=""tilde"">Hälfte</strong> von dem, was man liest, stimmt, wäre das ja schon entsetzlich</span><br>• <span class=""example"">wieso lässt du ein noch zur <strong class=""tilde"">Hälfte</strong> volles Glas stehen?</span><br>• <span class=""full_collocation"">um die <strong class=""tilde"">Hälfte
</strong>               </span><br>• <strong class=""headword"">Hälfte</strong><br>• <span class=""full_collocation"">die vordere/hintere <strong class=""tilde"">Hälfte
</strong>               </span><br>• <span class=""full_collocation"">die erste/zweite <strong class=""tilde"">Hälfte</strong> einer <acronym title=""Sache"">S.</acronym> <span class=""case""><acronym title=""genitive"">gen</acronym></span>
               </span><br>• <span class=""idiom_proverb"">von <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span> die <strong class=""tilde"">Hälfte</strong> abstreichen können</span> <span class=""idiom_proverb"">[<span class=""or""><acronym title=""oder"">o.</acronym></span> müssen]</span> <span class=""style""><acronym title=""informal"">inf</acronym></span></span>"	"half<br><br> <span style='font-size:75%'>Automated translations:<br>• half<br>• if only half of what one reads were true, that would be terrible enough<br>• the front/back half<br>• why are you leaving a glass that&#39;s half-full?<br>• the first/second half of <acronym title=""something"">sth</acronym><br>• by half<br>• the smaller/larger half<br>• my better half has stayed at home<br>• to disregard half of <acronym title=""something"">sth</acronym><br>• half of what she says is pure invention<br>• <acronym title=""somebody's"">sb's</acronym> better half <span class=""rhetoric""><acronym title=""humorous"">hum</acronym></span> <span class=""style""><acronym title=""informal"">inf</acronym></span><br>• half [of] ...<br>• by 50%<br>• 50%<br>• inflation has increased by half <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> by 50%]</span></span>"
"<strong>Aussage</strong> <br><br> <span style='font-size:75%'>Aussage (noun) <br>• <span class=""full_collocation"">eine <strong class=""tilde"">Aussage</strong> machen</span><br>• <span class=""full_collocation"">die <strong class=""tilde"">Aussage</strong> verweigern</span> <span class=""collocator"">Angeklagter</span><br>• <span class=""full_collocation"">eine eidliche/schriftliche <strong class=""tilde"">Aussage
</strong>            </span><br>• <strong class=""headword"">Aussage</strong><br>• <span class=""full_collocation"">
               <strong class=""tilde"">Aussage</strong> steht gegen <strong class=""tilde"">Aussage
</strong>            </span><br>• <span class=""full_collocation"">eine eidliche/schriftliche <strong class=""tilde"">Aussage
</strong>            </span> <span class=""sense"">(Zeugenaussage)</span><br>• <span class=""full_collocation"">die <strong class=""tilde"">Aussage</strong> verweigern</span> <span class=""collocator"">Zeuge</span></span>"	"Statement<br><br> <span style='font-size:75%'>Automated translations:<br>• to make a statement<br>• it&#39;s one person&#39;s word against another&#39;s<br>• to testify<br>• to refuse to make a statement<br>• statement<br>• to refuse to testify <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> give evidence]</span><br>• evidence <span class=""info"">no <acronym title=""plural"">pl</acronym></span><br>• message<br>• a sworn/written statement<br>• testimony<br>• to give evidence</span>"
"<strong>Teilnehmer</strong> <br><br> <span style='font-size:75%'>Teilnehmer (noun) <br>• <span class=""full_collocation"">
                  <strong class=""tilde"">Teilnehmer</strong> an einem Krieg</span><br>• <strong class=""headword"">Teilnehmer</strong><span class=""feminine"">(in)</span><br>• <span class=""full_collocation"">
                  <strong class=""tilde"">Teilnehmer</strong> an einem Wettbewerb</span><br>• <span class=""full_collocation"">
                  <strong class=""tilde"">Teilnehmer</strong> an einem Kurs</span><br>• <span class=""example"">alle <strong class=""tilde"">Teilnehmer</strong> fanden diese Vorlesung äußerst interessant</span></span>"	"Participant<br><br> <span style='font-size:75%'>Automated translations:<br>• subscriber<br>• contestant <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> participant [<span class=""or""><acronym title=""or"">or</acronym></span> entrant] in a contest]</span><br>• person attending a class <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> lessons]</span><br>• student<br>• attendee <span class=""region""><acronym title=""American English"" class=""Am"">Am</acronym></span><br>• everyone present found this lecture extremely interesting<br>• participant<br>• person present<br>• combatant</span>"
"<strong>fuhren</strong> <br><br> <span style='font-size:75%'>führen (transitive verb) <br>• <span class=""full_collocation"">ein Flugzeug <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">der Hinweis führte die Polizei auf die Spur des Diebes</span><br>• <span class=""example"">er führt seine Angestellten mit fester Hand</span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> zu <acronym title=""etwas"">etw</acronym>/<acronym title=""jemandem"">jdm</acronym> <strong class=""tilde"">führen
</strong>               </span> <span class=""sense"">(vorangehen)</span><br>• <span class=""full_collocation""><acronym title=""etwas"">etw</acronym> zu Ende <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">Gepäck bei [<span class=""or""><acronym title=""oder"">o.</acronym></span> mit] sich <span class=""case""><acronym title=""dative"">dat</acronym></span> 
                  <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> aus <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span>/in <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span> 
                  <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> durch/über <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span> 
                  <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">eine alte Dame über die Straße <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemanden"">jdn</acronym> auf Abwege <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemanden"">jdn</acronym> durch ein Museum/ein Schloss/eine Stadt <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemanden"">jdn</acronym>/<acronym title=""etwas"">etw</acronym> auf einer Liste/in einem Verzeichnis <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">unser Mann führt den Decknamen ‚Hans‘</span><br>• <span class=""grammatical_construction""><acronym title=""etwas"">etw</acronym> durch/über <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span> 
                  <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">das führt uns auf das Thema ...</span><br>• <span class=""full_collocation""><acronym title=""etwas"">etw</acronym> zum Mund[e] <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">er führte das Satellitenkabel durch die Wand</span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> zu <acronym title=""etwas"">etw</acronym>/<acronym title=""jemandem"">jdm</acronym> <strong class=""tilde"">führen
</strong>               </span> <span class=""sense"">(hinbringen)</span><br>• <span class=""example"">was führt Sie zu mir?</span> <span class=""style""><acronym title=""formal language"">form</acronym></span><br>• <span class=""full_collocation"">ein Kraftfahrzeug/einen Zug <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">einen Kran/eine Maschine <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">die Kamera [an <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span>] <strong class=""tilde"">führen
</strong>               </span> <span class=""sense"">(durch Teleobjektiv)</span><br>• <span class=""full_collocation"">eine Liste/ein Verzeichnis <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemanden"">jdn</acronym> in einen Raum <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemanden"">jdn</acronym> zu seinem Platz <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemanden"">jdn</acronym> zum Traualtar <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">eine Expedition/eine Gruppe/eine Mannschaft <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""grammatical_construction""><acronym title=""etwas"">etw</acronym> <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">einen Pinsel [über <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span>] <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">sie weiß die Schüler zu <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">welchen Namen wirst du nach der Hochzeit <strong class=""tilde"">führen?</strong></span><br>• <span class=""full_collocation"">einen Blinden <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">eine Armee <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">die Kamera ruhig <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> zu <acronym title=""etwas"">etw</acronym>/<acronym title=""jemandem"">jdm</acronym> <strong class=""tilde"">führen
</strong>               </span> <span class=""sense"">(herbringen)</span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> auf <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span> 
                  <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">einen Prozess/Verhandlungen <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">sie führte ihr Glas zum Mund</span><br>• <span class=""example"">es tut mir leid, Größe 46 <strong class=""tilde"">führen</strong> wir leider nicht</span><br>• <span class=""example"">verheiratete Frauen <strong class=""tilde"">führen</strong> oft ihren Mädchennamen weiter</span><br>• <span class=""full_collocation""><acronym title=""etwas"">etw</acronym> im Wappen <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""grammatical_construction""><acronym title=""etwas"">etw</acronym> <strong class=""tilde"">führen
</strong>               </span> <span class=""sense"">(verkaufen)</span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">er führte uns durch London</span><br>• <span class=""full_collocation"">einen Betrieb/ein Geschäft <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""example"">wir <strong class=""tilde"">führen</strong> keinen Schmidt in unserer Kartei</span><br>• <span class=""full_collocation"">einen Bogen [über die Saiten] <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">die Kamera [an <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span>] <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">einen Titel <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">seine Papiere/eine Schusswaffe bei [<span class=""or""><acronym title=""oder"">o.</acronym></span> mit] sich <span class=""case""><acronym title=""dative"">dat</acronym></span> 
                  <strong class=""tilde"">führen
</strong>               </span><br>• <span class=""full_collocation"">einen Namen <strong class=""tilde"">führen
</strong>               </span></span>"	"fahren (präteritung)<br><br> <span style='font-size:75%'>Automated translations:<br>• to zoom in [on <acronym title=""something"">sth</acronym>]<br>• to lead  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> usher]</span>  <acronym title=""somebody"">sb</acronym> into a room<br>• the tip put the police on the trail of the thief<br>• to lead <acronym title=""somebody"">sb</acronym>/<acronym title=""something"">sth</acronym><br>• our man goes by the alias of ‘Hans’<br>• to drive a motor vehicle/a train<br>• to conduct a case/negotiations<br>• to operate a crane/a machine<br>• to lead  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> usher]</span>  <acronym title=""somebody"">sb</acronym> to their seat<br>• to lead <acronym title=""somebody"">sb</acronym> into/out of <acronym title=""something"">sth</acronym><br>• to have a record of <acronym title=""somebody"">sb</acronym>/<acronym title=""something"">sth</acronym> on a list/in a register<br>• to lead an expedition/a group/a team<br>• to stock  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> 
                     <span class=""restriction""><acronym title=""specialist term"">spec</acronym></span> carry]</span>  <acronym title=""something"">sth</acronym><br>• to lead <acronym title=""somebody"">sb</acronym> to <acronym title=""something"">sth</acronym><br>• to be carrying luggage<br>• to run  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> manage]</span>  a company/a business<br>• he leads  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> directs]</span>  his employees with a firm hand<br>• to lead <acronym title=""somebody"">sb</acronym> to <acronym title=""something"">sth</acronym>/<acronym title=""somebody"">sb</acronym><br>• to keep a list/a register<br>• I&#39;m sorry, I&#39;m afraid we don&#39;t stock size 18<br>• which name will you use when you&#39;re married?<br>• what brings you to me? <span class=""style""><acronym title=""formal language"">form</acronym></span><br>• to guide the camera [towards <acronym title=""something"">sth</acronym>]<br>• to bring <acronym title=""somebody"">sb</acronym> to <acronym title=""something"">sth</acronym>/<acronym title=""somebody"">sb</acronym><br>• she knows how to lead the students<br>• to show <acronym title=""somebody"">sb</acronym> round a museum/a castle/a town<br>• that brings  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> leads]</span>  us on[to] the subject ...<br>• to lead <acronym title=""somebody"">sb</acronym><br>• to guide <acronym title=""somebody"">sb</acronym><br>• to take <acronym title=""somebody"">sb</acronym> to <acronym title=""something"">sth</acronym>/<acronym title=""somebody"">sb</acronym><br>• to go by  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> 
                     <span class=""style""><acronym title=""formal language"">form</acronym></span> to bear]</span>  a name<br>• to guide a blind person<br>• to fly a plane<br>• to wield a bow [across the strings]<br>• to carry around one&#39;s papers/a firearm <span class=""info""><acronym title=""separable"">sep</acronym></span><br>• to bear <acronym title=""something"">sth</acronym> on one&#39;s coat of arms <span class=""style""><acronym title=""formal language"">form</acronym></span><br>• to raise <acronym title=""something"">sth</acronym> to one&#39;s mouth<br>• to complete <acronym title=""something"">sth</acronym><br>• to lead <acronym title=""somebody"">sb</acronym> through/across  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> over]</span>  <acronym title=""something"">sth</acronym><br>• to operate the camera with a steady hand<br>• to run <acronym title=""something"">sth</acronym><br>• we have no [record of a] Schmidt on our files<br>• to lead <acronym title=""somebody"">sb</acronym> astray<br>• to carry one&#39;s papers/a firearm on one<br>• to lead <acronym title=""somebody"">sb</acronym> to the altar<br>• she raised her glass to her lips<br>• to hold  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> 
                     <span class=""style""><acronym title=""formal language"">form</acronym></span> bear]</span>  a title<br>• married women often retain  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> still go by]</span>  their maiden name<br>• to help an old lady across  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> over]</span>  the road<br>• to sell <acronym title=""something"">sth</acronym><br>• he laid  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> fed]</span>  the satellite cable through the wall<br>• he was our guide in London<br>• to lay <acronym title=""something"">sth</acronym> through/across  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> over]</span>  <acronym title=""something"">sth</acronym><br>• to wield a brush [over <acronym title=""something"">sth</acronym>]<br>• to command an army</span>"
"<strong>Umstieg</strong> <br><br> <span style='font-size:75%'>umsteigen (intransitive verb) <br>• <span class=""example"">in Mannheim müssen Sie nach Frankfurt <strong class=""tilde"">umsteigen
</strong>               </span><br>• <span class=""grammatical_construction"">auf <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""accusative"">acc</acronym></span> 
                  <strong class=""tilde"">umsteigen
</strong>               </span><br>• <strong class=""headword"">umsteigen</strong></span>"	"the change from one thing to another<br><br> <span style='font-size:75%'>Automated translations:<br>• to switch  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> change]</span>  [over] to <acronym title=""something"">sth</acronym><br>• in Mannheim you must change for Frankfurt<br>• to change</span>"
"<strong>gezeigt, Zeigen</strong> <br><br> <span style='font-size:75%'>zeigen (transitive verb) <br>• <span class=""full_collocation"">Wirkung <strong class=""tilde"">zeigen
</strong>               </span><br>• <span class=""full_collocation"">Mut <strong class=""tilde"">zeigen
</strong>               </span><br>• <strong class=""headword"">zeigen</strong><br>• <span class=""full_collocation"">zeig mal, was du kannst!</span> <span class=""style""><acronym title=""informal"">inf</acronym></span><br>• <span class=""full_collocation"">es <acronym title=""jemandem"">jdm</acronym> zeigen</span> <span class=""style""><acronym title=""informal"">inf</acronym></span><br>• <span class=""full_collocation"">Interesse/Reue <strong class=""tilde"">zeigen
</strong>               </span><br>• <span class=""grammatical_construction"">[<acronym title=""jemandem"">jdm</acronym>] <acronym title=""jemanden"">jdn</acronym>/<acronym title=""etwas"">etw</acronym> <strong class=""tilde"">zeigen
</strong>               </span><br>• <span class=""full_collocation"">sich <span class=""case""><acronym title=""dative"">dat</acronym></span> von <acronym title=""jemandem"">jdm</acronym> <strong class=""tilde"">zeigen</strong> lassen, wie <acronym title=""etwas"">etw</acronym> gemacht wird</span><br>• <span class=""full_collocation"">sich <span class=""case""><acronym title=""dative"">dat</acronym></span> sein Zimmer <strong class=""tilde"">zeigen</strong> lassen</span><br>• <span class=""full_collocation"">seine Gefühle [nicht] <strong class=""tilde"">zeigen
</strong>               </span><br>• <span class=""full_collocation"">guten Willen <strong class=""tilde"">zeigen
</strong>               </span><br>• <span class=""grammatical_construction""><acronym title=""jemandem"">jdm</acronym> <acronym title=""etwas"">etw</acronym> <strong class=""tilde"">zeigen
</strong>               </span><br>• <span class=""full_collocation""><acronym title=""jemandem"">jdm</acronym> die Richtung/den Weg <strong class=""tilde"">zeigen
</strong>               </span></span>"	"shown, to show<br><br> <span style='font-size:75%'>Automated translations:<br>• to show <acronym title=""somebody"">sb</acronym> the way<br>• to show [<acronym title=""somebody"">sb</acronym>] <acronym title=""somebody"">sb</acronym>/<acronym title=""something"">sth</acronym><br>• to have an effect<br>• to show interest/regret<br>• to get <acronym title=""somebody"">sb</acronym> to show one how to do <acronym title=""something"">sth</acronym><br>• to show <acronym title=""somebody"">sb</acronym> <acronym title=""something"">sth</acronym><br>• to [not] show one&#39;s feelings<br>• to show courage<br>• to show good will<br>• to show<br>• to show <acronym title=""somebody"">sb</acronym><br>• let&#39;s see what you can do! <span class=""style""><acronym title=""informal"">inf</acronym></span><br>• to be shown one&#39;s room</span>"
"<strong>freiwillig</strong> <br><br> <span style='font-size:75%'>freiwillig (adjective and adverb) <br>• <span class=""full_collocation"">
                  <strong class=""tilde"">freiwilliger</strong> Helfer</span><br>• <span class=""full_collocation"">
                  <strong class=""tilde"">freiwillige</strong> Versicherung</span><br>• <strong class=""headword"">freiwillig</strong></span>"	Voluntarily<br><br> <span style='font-size:75%'>Automated translations:<br>• voluntary insurance<br>• voluntary helper<br>• voluntary</span>
