"<strong>berührend</strong> <br><br> <span style='font-size:75%'>berühren (transitive verb) <br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym>/<acronym title=""etwas"">etw</acronym> <strong class=""tilde"">berühren
</strong>               </span><br>• <span class=""example"">wo die Felder die Berge <strong class=""tilde"">berühren
</strong>               </span><br>• <span class=""example"">das berührt mich überhaupt nicht!</span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym> [in irgendeiner Weise] <strong class=""tilde"">berühren
</strong>               </span><br>• <span class=""full_collocation"">ein Thema nicht <strong class=""tilde"">berühren
</strong>               </span><br>• <span class=""example"">dieses Lob hat sie angenehm berührt</span><br>• <span class=""grammatical_construction""><acronym title=""jemanden"">jdn</acronym>/<acronym title=""etwas"">etw</acronym> <strong class=""tilde"">berühren
</strong>               </span> <span class=""topic""><acronym title=""mathematics"">MATH</acronym></span><br>• <span class=""grammatical_construction""><acronym title=""etwas"">etw</acronym> <strong class=""tilde"">berühren
</strong>               </span><br>• <span class=""example"">bitte nicht <strong class=""tilde"">berühren!</strong></span></span>"	"touching<br><br> <span style='font-size:75%'>Automated translations:<br>• I couldn&#39;t care less!<br>• to be at a tangent to<br>• please do not touch!<br>• to call at  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> stop [off]]</span>  somewhere<br>• to touch  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> move]</span>  
                   <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> affect]</span>  <acronym title=""somebody"">sb</acronym> [in a certain way]<br>• to touch on  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> allude to]</span>  <acronym title=""something"">sth</acronym><br>• where the fields border on  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> meet]</span>  the mountains<br>• to avoid [any] reference to a subject<br>• the praise came as a pleasant surprise to her<br>• to touch <acronym title=""somebody"">sb</acronym>/<acronym title=""something"">sth</acronym></span>"
"<strong>Verfassung</strong> <br><br> <span style='font-size:75%'>Verfassung (noun) <br>• <span class=""full_collocation"">in guter <strong class=""tilde"">Verfassung
</strong>               </span><br>• <strong class=""headword"">Verfassung</strong> <span class=""sense"">(körperlich)</span><br>• <strong class=""headword"">Verfassung</strong> <span class=""sense"">(Zustand)</span><br>• <span class=""full_collocation"">in einer bestimmten <strong class=""tilde"">Verfassung</strong> sein</span> <span class=""full_collocation"">[<span class=""or""><acronym title=""oder"">o.</acronym></span> sich  <span class=""case""><acronym title=""accusative"">acc</acronym></span> in einer bestimmten  <strong class=""tilde"">Verfassung</strong> befinden]</span><br>• <strong class=""headword"">Verfassung</strong><br>• <strong class=""headword"">Verfassung</strong> <span class=""sense"">(seelisch)</span></span>"	"Constitution<br><br> <span style='font-size:75%'>Automated translations:<br>• constitution<br>• to be in a certain state<br>• state [of mind]<br>• in good form <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> shape]</span><br>• state [of health]<br>• condition <span class=""info"">no <acronym title=""plural"">pl</acronym></span></span>"
"<strong>Bürger, Bürgerin</strong> <br><br> <span style='font-size:75%'>Bürger (noun) <br>• <strong class=""headword"">Bürger</strong><span class=""feminine"">(in)</span></span>"	citizen<br><br> <span style='font-size:75%'>Automated translations:<br>• citizen</span>
"<strong>Jahrzehnten</strong> <br><br> <span style='font-size:75%'>Jahrzehnt (noun) <br>• <strong class=""headword"">Jahrzehnt</strong></span>"	century<br><br> <span style='font-size:75%'>Automated translations:<br>• decade</span>
raten	to advise/to guess
Ich stimme dir zu	I agree with you
Dem stimme ich nicht so ganz	I don't quite agree with that
Das kann ich gut nachvollziehen	I can relate well with that
Ich bin der Meinung, dass...	I am of the opinion, that...
Das Stimmt.... aber.... Meiner Meinung nach...	It's true that... but... my opinion is..-
"<strong>Gedicht</strong> <br><br> <span style='font-size:75%'>Gedicht (noun) <br>• <span class=""full_collocation"">[<acronym title=""jemandem"">jdm</acronym>] ein <strong class=""tilde"">Gedicht</strong> schreiben</span><br>• <strong class=""headword"">Gedicht</strong><br>• <span class=""full_collocation"">
                  <strong class=""tilde"">Gedichte</strong> schreiben</span><br>• <span class=""full_collocation"">ein <strong class=""tilde"">Gedicht</strong> aufsagen</span> <span class=""full_collocation"">[<span class=""or""><acronym title=""oder"">o.</acronym></span> 
                   <span class=""style""><acronym title=""formal language"">form</acronym></span> vortragen]</span><br>• <span class=""full_collocation"">ein <strong class=""tilde"">Gedicht</strong> sein</span> <span class=""rhetoric""><acronym title=""figurative"">fig</acronym></span> <span class=""style""><acronym title=""informal"">inf</acronym></span></span>"	"poem<br><br> <span style='font-size:75%'>Automated translations:<br>• to write poetry<br>• to recite a poem<br>• to be sheer poetry <span class=""rhetoric""><acronym title=""figurative"">fig</acronym></span><br>• to write [<acronym title=""somebody"">sb</acronym>] a poem<br>• poem</span>"
"<strong>absagen, Dat.</strong> <br><br> <span style='font-size:75%'>absagen (transitive verb) <br>• <span class=""grammatical_construction""><acronym title=""etwas"">etw</acronym> <strong class=""tilde"">absagen
</strong>               </span><br>• <span class=""full_collocation"">die Teilnahme an <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span> 
                  <strong class=""tilde"">absagen
</strong>               </span><br>• <span class=""full_collocation"">eine Einladung von <acronym title=""jemandem"">jdm</acronym> <strong class=""tilde"">absagen
</strong>               </span></span>"	"to cancel<br><br> <span style='font-size:75%'>Automated translations:<br>• to cancel  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> call off]</span>  <acronym title=""something"">sth</acronym><br>• to decline <acronym title=""somebody's"">sb's</acronym> invitation<br>• to cry off <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> cancel]</span></span>"
"<strong>Zutritt</strong> <br><br> <span style='font-size:75%'>Zutritt (noun) <br>• <span class=""full_collocation"">[keinen] <strong class=""tilde"">Zutritt</strong> zu <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span> haben</span><br>• <span class=""full_collocation"">
                  <strong class=""tilde"">Zutritt</strong> verboten!</span> <span class=""full_collocation"">[<span class=""or""><acronym title=""oder"">o.</acronym></span> kein  <strong class=""tilde"">Zutritt!</strong>]</span> <span class=""sense"">(als Schild <acronym title=""auch"">a.</acronym>)</span><br>• <span class=""full_collocation"">
                  <strong class=""tilde"">Zutritt</strong> verboten!</span> <span class=""full_collocation"">[<span class=""or""><acronym title=""oder"">o.</acronym></span> kein  <strong class=""tilde"">Zutritt!</strong>]</span><br>• <span class=""full_collocation"">jederzeit freien <strong class=""tilde"">Zutritt</strong> haben</span><br>• <span class=""full_collocation"">sich <span class=""case""><acronym title=""dative"">dat</acronym></span> [mit Gewalt] <strong class=""tilde"">Zutritt</strong> [zu <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span>] verschaffen</span><br>• <strong class=""headword"">Zutritt</strong><br>• <span class=""grammatical_construction"">
                  <strong class=""tilde"">Zutritt</strong> zu <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span>
               </span><br>• <span class=""full_collocation""><acronym title=""jemandem"">jdm</acronym> den <strong class=""tilde"">Zutritt</strong> verwehren/verweigern</span><br>• <strong class=""headword"">Zutritt</strong> <span class=""sense"">(Einlass)</span><br>• <span class=""full_collocation"">freien <strong class=""tilde"">Zutritt</strong> zu <acronym title=""etwas"">etw</acronym> <span class=""case""><acronym title=""dative"">dat</acronym></span> haben</span><br>• <strong class=""headword"">Zutritt</strong> <span class=""sense"">(Zugang)</span></span>"	"access, entry<br><br> <span style='font-size:75%'>Automated translations:<br>• to [not] be admitted to <acronym title=""something"">sth</acronym><br>• admittance<br>• entry<br>• to gain admission  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> access]</span>  [to <acronym title=""something"">sth</acronym>] [by force]<br>• admission<br>• to have free admission/access to <acronym title=""something"">sth</acronym><br>• to have the run of the place<br>• access<br>• no admittance <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> entry]</span><br>• to deny/refuse <acronym title=""somebody"">sb</acronym> admission <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> admittance]</span><br>• contact<br>• private<br>• admission  <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> admittance]</span>  
                   <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> entry]</span>  
                   <span class=""target"">[<span class=""or""><acronym title=""or"">or</acronym></span> access]</span>  to <acronym title=""something"">sth</acronym></span>"
"<strong>Zettel</strong> <br><br> <span style='font-size:75%'>Zettel (noun) <br>• <span class=""example"">
                  <strong class=""tilde"">Zettel</strong> ankleben verboten</span><br>• <span class=""example"">bitte beachten Sie auch den beiliegenden <strong class=""tilde"">Zettel
</strong>               </span><br>• <strong class=""headword"">Zettel</strong><br>• <span class=""full_collocation"">einen <strong class=""tilde"">Zettel</strong> schreiben</span><br>• <strong class=""headword"">Zettel</strong> <span class=""sense"">(Bekanntmachung)</span><br>• <strong class=""headword"">Zettel</strong> <span class=""sense"">(Beleg)</span></span>"	"note<br><br> <span style='font-size:75%'>Automated translations:<br>• to make a note of <acronym title=""something"">sth</acronym><br>• stick no bills<br>• notice<br>• receipt<br>• piece of paper<br>• please read the enclosed leaflet</span>"
dabei	included
